Entity,Year,"Share of fish stocks within biologically sustainable levels (FAO, 2020)",Share of fish stocks that are overexploited,Code,Capture fisheries production (metric tons),"Fish, Seafood- Food supply quantity (kg/capita/yr) (FAO, 2020)",Industrial (large-scale commercial),Commodity Balances - Livestock and Fish Primary Equivalent - Freshwater Fish - 2761 - Production - 5510 - tonnes
Tajikistan,2017,,,TJK,1100.0,0.37,,
Tanzania,2017,,,TZA,390316.0,6.8,,
Thailand,2017,,,THA,1516639.0,29.17,,
Timor,2017,,,TLS,3200.0,7.98,,
Togo,2017,,,TGO,26915.0,11.73,,
Tonga,2017,,,TON,1400.0,,,
Trinidad and Tobago,2017,,,TTO,12942.0,23.85,,
Tunisia,2017,,,TUN,108813.0,13.16,,
Turkey,2017,,,TUR,354320.0,4.85,,
Turkmenistan,2017,,,TKM,15000.0,2.94,,
Turks and Caicos Islands,2017,,,TCA,2105.0,,,
Tuvalu,2017,,,TUV,7488.0,,,
Uganda,2017,,,UGA,389629.0,11.27,,
Ukraine,2017,,,UKR,93467.0,11.67,,
United Arab Emirates,2017,,,ARE,73000.0,24.71,,
United Kingdom,2017,,,GBR,726002.0,19.73,,
United States,2017,,,USA,5501797.0,22.36,,
United States Virgin Islands,2017,,,VIR,464.0,,,
Upper middle income,2017,,,,34379119.6003418,,,
Uruguay,2017,,,URY,65475.0,9.23,,
Uzbekistan,2017,,,UZB,31450.0,2.25,,
Vanuatu,2017,,,VUT,10461.0,28.4,,
Venezuela,2017,,,VEN,303000.0,10.1,,
Vietnam,2017,,,VNM,3333710.0,37.66,,
Yemen,2017,,,YEM,131290.0,3.17,,
Zambia,2017,,,ZMB,115853.0,12.05,,
Zimbabwe,2017,,,ZWE,100710.0,3.73,,
Taiwan,2017,,,TWN,,29.69,,
World,1974,90.0,10.0,OWID_WRL,63470416.0,11.73,56720856.0,7052049.0
Afghanistan,1974,,,AFG,500.0,0.05,56720856.0,560.0
Africa Eastern and Southern,1974,,,,2735580.0,,56720856.0,
Africa Western and Central,1974,,,,1237129.0,,56720856.0,
Albania,1974,,,ALB,8455.0,3.59,56720856.0,3000.0
Algeria,1974,,,DZA,35758.0,2.06,56720856.0,50.0
American Samoa,1974,,,ASM,82.0,,56720856.0,
Andorra,1974,,,AND,0.0,,56720856.0,
Angola,1974,,,AGO,399784.0,7.67,56720856.0,6500.0
Antigua and Barbuda,1974,,,ATG,1590.0,35.15,56720856.0,
Arab World,1974,,,,898965.0,,56720856.0,
Argentina,1974,,,ARG,295965.0,6.27,56720856.0,10217.0
Aruba,1974,,,ABW,550.0,,56720856.0,
Australia,1974,,,AUS,134082.0,15.97,56720856.0,2107.0
Austria,1974,,,AUT,850.0,7.27,56720856.0,2070.0
Bahamas,1974,,,BHS,4663.0,14.07,56720856.0,0.0
Bahrain,1974,,,BHR,3900.0,,56720856.0,
Bangladesh,1974,,,BGD,751112.0,11.52,56720856.0,730960.0
Barbados,1974,,,BRB,2668.0,24.93,56720856.0,0.0
Belgium,1974,,,BEL,46820.0,,56720856.0,
Belize,1974,,,BLZ,1618.0,7.87,56720856.0,25.0
Benin,1974,,,BEN,39402.0,14.61,56720856.0,31400.0
Bermuda,1974,,,BMU,3599.0,37.51,56720856.0,
Bhutan,1974,,,BTN,150.0,,56720856.0,
Bolivia,1974,,,BOL,1050.0,1.69,56720856.0,1050.0
Botswana,1974,,,BWA,1200.0,1.51,56720856.0,1200.0
Brazil,1974,,,BRA,715827.0,7.41,56720856.0,156284.0
British Virgin Islands,1974,,,VGB,306.0,,56720856.0,
Brunei,1974,,,BRN,1560.0,24.74,56720856.0,60.0
Bulgaria,1974,,,BGR,112759.0,9.33,56720856.0,8621.0
Burkina Faso,1974,,,BFA,5000.0,1.42,56720856.0,5000.0
Burundi,1974,,,BDI,10982.0,,56720856.0,
Cambodia,1974,,,KHM,84700.0,11.23,56720856.0,73800.0
Cameroon,1974,,,CMR,55736.0,8.28,56720856.0,20000.0
Canada,1974,,,CAN,1134994.0,18.09,56720856.0,122820.0
Cape Verde,1974,,,CPV,3428.0,6.3,56720856.0,
Caribbean Small States,1974,,,,64070.0,,56720856.0,
Cayman Islands,1974,,,CYM,0.0,,56720856.0,
Central African Republic,1974,,,CAF,11883.0,6.32,56720856.0,11883.0
Central Europe and the Baltics,1974,,,,882672.0,,56720856.0,
Chad,1974,,,TCD,75000.0,4.4,56720856.0,75000.0
Channel Islands,1974,,,OWID_CIS,1625.0,,56720856.0,
Chile,1974,,,CHL,1171690.0,13.2,56720856.0,0.0
China,1974,,,CHN,3384961.0,4.67,56720856.0,971594.0
Colombia,1974,,,COL,62387.0,3.16,56720856.0,37234.0
Comoros,1974,,,COM,4046.0,,56720856.0,
Congo,1974,,,COG,23718.0,19.36,56720856.0,8000.0
Costa Rica,1974,,,CRI,15554.0,5.18,56720856.0,40.0
Cote d'Ivoire,1974,,,CIV,66690.0,23.36,56720856.0,3626.0
Cuba,1974,,,CUB,163819.0,20.26,56720856.0,550.0
Cyprus,1974,,,CYP,1180.0,5.06,56720856.0,41.0
Democratic Republic of Congo,1974,,,COD,128810.0,,56720856.0,
Denmark,1974,,,DNK,1823180.0,21.76,56720856.0,18131.0
Djibouti,1974,,,DJI,380.0,1.85,56720856.0,
Dominica,1974,,,DMA,900.0,29.86,56720856.0,0.0
Dominican Republic,1974,,,DOM,6810.0,3.9,56720856.0,357.0
Early-demographic dividend,1974,,,,13782064.0,,56720856.0,
East Asia & Pacific,1974,,,,22115001.0,,56720856.0,
East Asia & Pacific (IDA & IBRD),1974,,,,9015540.0,,56720856.0,
East Asia & Pacific (excluding high income),1974,,,,9557914.0,,56720856.0,
Ecuador,1974,,,ECU,175470.0,9.62,56720856.0,0.0
Egypt,1974,,,EGY,89344.0,3.05,56720856.0,68700.0
El Salvador,1974,,,SLV,9654.0,1.73,56720856.0,1544.0
Equatorial Guinea,1974,,,GNQ,4000.0,,56720856.0,
Eswatini,1974,,,SWZ,50.0,0.1,56720856.0,50.0
Ethiopia,1974,,,ETH,5900.0,,56720856.0,
Euro area,1974,,,,4474673.0,,56720856.0,
Europe & Central Asia,1974,,,,12842434.0,,56720856.0,
Europe & Central Asia (IDA & IBRD),1974,,,,1011497.0,,56720856.0,
Europe & Central Asia (excluding high income),1974,,,,345861.0,,56720856.0,
European Union,1974,,,,7385673.0,17.21,56720856.0,299916.0
Faeroe Islands,1974,,,FRO,247312.0,,56720856.0,
Fiji,1974,,,FJI,4800.0,23.51,56720856.0,56.0
Finland,1974,,,FIN,110650.0,26.23,56720856.0,36688.0
Fragile and conflict affected situations,1974,,,,1542432.0,,56720856.0,
France,1974,,,FRA,747194.0,22.16,56720856.0,19456.0
French Polynesia,1974,,,PYF,2386.0,40.37,56720856.0,0.0
Gabon,1974,,,GAB,12000.0,23.86,56720856.0,1800.0
Gambia,1974,,,GMB,12695.0,16.04,56720856.0,2700.0
Germany,1974,,,DEU,861817.0,12.5,56720856.0,44070.0
Ghana,1974,,,GHA,219146.0,31.79,56720856.0,42001.0
Gibraltar,1974,,,GIB,1.0,,56720856.0,
Greece,1974,,,GRC,92278.0,14.12,56720856.0,7800.0
Greenland,1974,,,GRL,139162.0,,56720856.0,
Grenada,1974,,,GRD,1634.0,32.09,56720856.0,0.0
Guam,1974,,,GUM,91.0,,56720856.0,
Guatemala,1974,,,GTM,3881.0,0.73,56720856.0,528.0
Guinea,1974,,,GIN,12100.0,4.72,56720856.0,1000.0
Guinea-Bissau,1974,,,GNB,1700.0,2.62,56720856.0,0.0
Guyana,1974,,,GUY,23617.0,24.22,56720856.0,0.0
Haiti,1974,,,HTI,4000.0,1.52,56720856.0,300.0
Heavily indebted poor countries (HIPC),1974,,,,1746589.0,,56720856.0,
High income,1974,,,,30636406.0,,56720856.0,
Honduras,1974,,,HND,3861.0,1.19,56720856.0,172.0
Hong Kong,1974,,,HKG,138184.0,51.09,56720856.0,3484.0
Hungary,1974,,,HUN,8368.0,3.68,56720856.0,30159.0
IBRD only,1974,,,,21355084.0,,56720856.0,
IDA & IBRD total,1974,,,,25127863.0,,56720856.0,
IDA blend,1974,,,,691452.0,,56720856.0,
IDA only,1974,,,,3081327.0,,56720856.0,
IDA total,1974,,,,3772779.0,,56720856.0,
Iceland,1974,,,ISL,955304.0,78.24,56720856.0,475.0
India,1974,,,IND,2064670.0,3.3,56720856.0,790487.0
Indonesia,1974,,,IDN,1225698.0,10.14,56720856.0,385623.0
Iran,1974,,,IRN,69062.0,2.1,56720856.0,4181.0
Iraq,1974,,,IRQ,22446.0,2.09,56720856.0,14146.0
Ireland,1974,,,IRL,85782.0,12.12,56720856.0,2221.0
Isle of Man,1974,,,IMN,14791.0,,56720856.0,
Israel,1974,,,ISR,15978.0,16.62,56720856.0,14957.0
Italy,1974,,,ITA,426700.0,12.52,56720856.0,29878.0
Jamaica,1974,,,JAM,10100.0,23.59,56720856.0,0.0
Japan,1974,,,JPN,9913992.0,66.83,56720856.0,262078.0
Jordan,1974,,,JOR,92.0,2.64,56720856.0,0.0
Kenya,1974,,,KEN,28581.0,2.51,56720856.0,25325.0
Kiribati,1974,,,KIR,9475.0,63.18,56720856.0,27.0
Kuwait,1974,,,KWT,5502.0,7.45,56720856.0,347.0
Kyrgyzstan,1974,,,KGZ,,,56720856.0,
Laos,1974,,,LAO,19568.0,6.94,56720856.0,20000.0
Late-demographic dividend,1974,,,,10938978.0,,56720856.0,
Latin America & Caribbean,1974,,,,7545010.0,,56720856.0,
Latin America & Caribbean (IDA & IBRD),1974,,,,7368745.0,,56720856.0,
Latin America & Caribbean (excluding high income),1974,,,,6178370.0,,56720856.0,
Least developed countries: UN classification,1974,,,,3116990.0,,56720856.0,
Lebanon,1974,,,LBN,3100.0,4.03,56720856.0,0.0
Lesotho,1974,,,LSO,0.0,0.01,56720856.0,10.0
Liberia,1974,,,LBR,10064.0,15.23,56720856.0,4000.0
Libya,1974,,,LBY,4769.0,,56720856.0,
Liechtenstein,1974,,,LIE,0.0,,56720856.0,
Low & middle income,1974,,,,23810726.0,,56720856.0,
Low income,1974,,,,1415446.0,,56720856.0,
Lower middle income,1974,,,,8923322.0,,56720856.0,
Luxembourg,1974,,,LUX,0.0,,56720856.0,
Macao,1974,,,MAC,6000.0,22.71,56720856.0,
Madagascar,1974,,,MDG,71399.0,7.63,56720856.0,40300.0
Malawi,1974,,,MWI,70275.0,13.45,56720856.0,70277.0
Malaysia,1974,,,MYS,473420.0,34.59,56720856.0,9997.0
Maldives,1974,,,MDV,37258.0,102.69,56720856.0,
Mali,1974,,,MLI,75000.0,12.04,56720856.0,75000.0
Malta,1974,,,MLT,1546.0,15.49,56720856.0,0.0
Marshall Islands,1974,,,MHL,100.0,,56720856.0,
Mauritania,1974,,,MRT,43697.0,9.45,56720856.0,6000.0
Mauritius,1974,,,MUS,7679.0,18.01,56720856.0,0.0
Mexico,1974,,,MEX,441879.0,4.19,56720856.0,11340.0
Micronesia (country),1974,,,FSM,1500.0,,56720856.0,
Middle East & North Africa,1974,,,,909226.0,,56720856.0,
Middle East & North Africa (IDA & IBRD),1974,,,,608853.0,,56720856.0,
Middle East & North Africa (excluding high income),1974,,,,608853.0,,56720856.0,
Middle income,1974,,,,22395280.0,,56720856.0,
Monaco,1974,,,MCO,1.0,,56720856.0,
Mongolia,1974,,,MNG,300.0,0.42,56720856.0,300.0
Morocco,1974,,,MAR,288681.0,4.4,56720856.0,560.0
Mozambique,1974,,,MOZ,28660.0,3.37,56720856.0,3000.0
Myanmar,1974,,,MMR,432510.0,12.62,56720856.0,126240.0
Namibia,1974,,,NAM,6550.0,7.43,56720856.0,50.0
Nauru,1974,,,NRU,100.0,,56720856.0,
Nepal,1974,,,NPL,1799.0,0.17,56720856.0,2200.0
Netherlands,1974,,,NLD,227142.0,13.05,56720856.0,3711.0
New Caledonia,1974,,,NCL,868.0,7.0,56720856.0,
New Zealand,1974,,,NZL,67502.0,15.4,56720856.0,1629.0
Nicaragua,1974,,,NIC,8689.0,1.21,56720856.0,460.0
Niger,1974,,,NER,15050.0,1.58,56720856.0,15050.0
Nigeria,1974,,,NGA,252706.0,6.36,56720856.0,112734.0
North America,1974,,,,4057608.0,,56720856.0,
North Korea,1974,,,PRK,550000.0,33.76,56720856.0,40305.0
Northern Mariana Islands,1974,,,MNP,150.0,,56720856.0,
Norway,1974,,,NOR,2784478.0,43.33,56720856.0,4723.0
OECD members,1974,,,,29779353.0,,56720856.0,
Oman,1974,,,OMN,180000.0,,56720856.0,
Other small states,1974,,,,1060773.0,,56720856.0,
Pacific island small states,1974,,,,47399.0,,56720856.0,
Pakistan,1974,,,PAK,194561.0,1.27,56720856.0,35850.0
Palau,1974,,,PLW,7608.0,,56720856.0,
Palestine,1974,,,PSE,,,56720856.0,
Panama,1974,,,PAN,88762.0,15.09,56720856.0,0.0
Papua New Guinea,1974,,,PNG,120247.0,,56720856.0,
Paraguay,1974,,,PRY,2700.0,0.99,56720856.0,2700.0
Peru,1974,,,PER,4127638.0,17.42,56720856.0,5753.0
Philippines,1974,,,PHL,1263017.0,36.1,56720856.0,195126.0
Poland,1974,,,POL,665636.0,14.42,56720856.0,28585.0
Portugal,1974,,,PRT,442676.0,51.83,56720856.0,573.0
Post-demographic dividend,1974,,,,26682207.0,,56720856.0,
Pre-demographic dividend,1974,,,,2185875.0,,56720856.0,
Puerto Rico,1974,,,PRI,2000.0,,56720856.0,
Qatar,1974,,,QAT,2047.0,,56720856.0,
Romania,1974,,,ROU,95909.0,5.65,56720856.0,43409.0
Russia,1974,,,RUS,,,56720856.0,
Rwanda,1974,,,RWA,1368.0,0.37,56720856.0,1368.0
Saint Kitts and Nevis,1974,,,KNA,1000.0,40.29,56720856.0,0.0
Saint Lucia,1974,,,LCA,1700.0,26.84,56720856.0,0.0
Saint Vincent and the Grenadines,1974,,,VCT,354.0,17.84,56720856.0,0.0
Samoa,1974,,,WSM,900.0,27.33,56720856.0,0.0
San Marino,1974,,,SMR,0.0,,56720856.0,
Sao Tome and Principe,1974,,,STP,600.0,7.41,56720856.0,
Saudi Arabia,1974,,,SAU,23600.0,4.64,56720856.0,0.0
Senegal,1974,,,SEN,218010.0,24.25,56720856.0,24221.0
Seychelles,1974,,,SYC,3500.0,,56720856.0,
Sierra Leone,1974,,,SLE,68954.0,29.06,56720856.0,1000.0
Singapore,1974,,,SGP,19236.0,,56720856.0,
Small states,1974,,,,1172242.0,,56720856.0,
Solomon Islands,1974,,,SLB,19676.0,56.84,56720856.0,0.0
Somalia,1974,,,SOM,5982.0,,56720856.0,
South Africa,1974,,,ZAF,1545272.0,10.29,56720856.0,1150.0
South Asia,1974,,,,3150519.0,,56720856.0,
South Asia (IDA & IBRD),1974,,,,3150519.0,,56720856.0,
South Korea,1974,,,KOR,1681041.0,39.1,56720856.0,11455.0
Spain,1974,,,ESP,1430038.0,35.2,56720856.0,14800.0
Sri Lanka,1974,,,LKA,100469.0,10.62,56720856.0,7690.0
Sub-Saharan Africa,1974,,,,3972709.0,,56720856.0,
Sub-Saharan Africa (IDA & IBRD),1974,,,,3972709.0,,56720856.0,
Sub-Saharan Africa (excluding high income),1974,,,,3969209.0,,56720856.0,
Sudan,1974,,,SDN,22600.0,,56720856.0,
Suriname,1974,,,SUR,10501.0,22.91,56720856.0,242.0
Sweden,1974,,,SWE,205148.0,26.68,56720856.0,6180.0
Switzerland,1974,,,CHE,3785.0,10.62,56720856.0,3800.0
Syria,1974,,,SYR,1630.0,,56720856.0,
Tanzania,1974,,,TZA,174826.0,11.43,56720856.0,147710.0
Thailand,1974,,,THA,1468140.0,19.08,56720856.0,154773.0
Timor,1974,,,TLS,,0.0,56720856.0,0.0
Togo,1974,,,TGO,11150.0,10.72,56720856.0,3003.0
Tonga,1974,,,TON,730.0,,56720856.0,
Trinidad and Tobago,1974,,,TTO,3725.0,10.17,56720856.0,0.0
Tunisia,1974,,,TUN,42347.0,7.44,56720856.0,264.0
Turkey,1974,,,TUR,128738.0,2.82,56720856.0,12526.0
Turks and Caicos Islands,1974,,,TCA,1759.0,,56720856.0,
Tuvalu,1974,,,TUV,0.0,,56720856.0,
Uganda,1974,,,UGA,167500.0,15.92,56720856.0,167500.0
Ukraine,1974,,,UKR,0.0,,56720856.0,
United Arab Emirates,1974,,,ARE,67800.0,17.71,56720856.0,0.0
United Kingdom,1974,,,GBR,1174655.0,17.36,56720856.0,3523.0
United States,1974,,,USA,2919015.0,14.78,56720856.0,236289.0
United States Virgin Islands,1974,,,VIR,500.0,,56720856.0,
Upper middle income,1974,,,,13471958.0,,56720856.0,
Uruguay,1974,,,URY,30814.0,4.64,56720856.0,300.0
Uzbekistan,1974,,,UZB,,,56720856.0,
Vanuatu,1974,,,VUT,2510.0,44.03,56720856.0,0.0
Venezuela,1974,,,VEN,145375.0,10.57,56720856.0,9293.0
Vietnam,1974,,,VNM,495580.0,11.94,56720856.0,174000.0
Yemen,1974,,,YEM,51244.0,4.88,56720856.0,
Zambia,1974,,,ZMB,46929.0,11.04,56720856.0,46929.0
Zimbabwe,1974,,,ZWE,3087.0,1.43,56720856.0,3109.0
Africa,1974,,,,,7.02,56720856.0,1050270.0
Americas,1974,,,,,10.64,56720856.0,597498.0
Asia,1974,,,,,9.93,56720856.0,4120025.0
Australia & New Zealand,1974,,,,,15.87,56720856.0,3736.0
Belgium-Luxembourg,1974,,,,,18.0,56720856.0,0.0
Caribbean,1974,,,,,12.8,56720856.0,1207.0
Central America,1974,,,,,3.85,56720856.0,14109.0
Czechoslovakia,1974,,,OWID_CZS,,7.31,56720856.0,16800.0
Eastern Africa,1974,,,,,5.48,56720856.0,506518.0
Eastern Asia,1974,,,,,13.15,56720856.0,1366461.0
Eastern Europe,1974,,,,,23.29,56720856.0,1055080.0
Ethiopia PDR,1974,,,,,0.14,56720856.0,1000.0
Europe,1974,,,,,20.53,56720856.0,1280437.0
"Europe, Western",1974,,,,,15.55,56720856.0,73107.0
Land Locked Developing Countries,1974,,,,,4.91,56720856.0,499186.0
Least Developed Countries,1974,,,,,7.88,56720856.0,1715738.0
Low Income Food Deficit Countries,1974,,,,,5.16,56720856.0,2516139.0
Melanesia,1974,,,OWID_MNS,,29.83,56720856.0,56.0
Micronesia (region),1974,,,,,63.18,56720856.0,27.0
Middle Africa,1974,,,,,8.42,56720856.0,123183.0
Net Food Importing Developing Countries,1974,,,,,7.21,56720856.0,1878822.0
Netherlands Antilles,1974,,,ANT,,27.86,56720856.0,
Northern Africa,1974,,,,,3.08,56720856.0,91374.0
Northern America,1974,,,,,15.1,56720856.0,359109.0
Northern Europe,1974,,,,,20.3,56720856.0,71941.0
Oceania,1974,,,,,17.01,56720856.0,3819.0
Polynesia,1974,,,OWID_PYA,,33.28,56720856.0,0.0
Small island developing States,1974,,,,,13.93,56720856.0,1557.0
South America,1974,,,,,7.87,56720856.0,223073.0
South Eastern Asia,1974,,,,,16.16,56720856.0,1139619.0
Southern Africa,1974,,,,,9.37,56720856.0,2460.0
Southern Asia,1974,,,,,3.85,56720856.0,1571928.0
Southern Europe,1974,,,,,19.94,56720856.0,80309.0
Sudan (former),1974,,,,,1.38,56720856.0,21800.0
Taiwan,1974,,,TWN,,35.96,56720856.0,77245.0
USSR,1974,,,OWID_USS,,28.18,56720856.0,927506.0
Western Africa,1974,,,,,10.9,56720856.0,326735.0
Western Asia,1974,,,,,3.89,56720856.0,42017.0
Yugoslavia,1974,,,OWID_YGS,,3.74,56720856.0,24258.0
World,1978,91.46341463,8.53658537,OWID_WRL,67115747.0,11.55,62623483.0,7299159.0
Afghanistan,1978,,,AFG,600.0,0.06,62623483.0,770.0
Africa Eastern and Southern,1978,,,,2124728.0,,62623483.0,
Africa Western and Central,1978,,,,1307225.0,,62623483.0,
Albania,1978,,,ALB,8807.0,3.45,62623483.0,3000.0
Algeria,1978,,,DZA,34143.0,1.86,62623483.0,0.0
American Samoa,1978,,,ASM,193.0,,62623483.0,
Andorra,1978,,,AND,0.0,,62623483.0,
Angola,1978,,,AGO,125630.0,14.01,62623483.0,7000.0
Antigua and Barbuda,1978,,,ATG,1620.0,37.02,62623483.0,
Arab World,1978,,,,910069.89453125,,62623483.0,
Argentina,1978,,,ARG,541892.0,7.01,62623483.0,15144.0
Aruba,1978,,,ABW,770.0,,62623483.0,
Australia,1978,,,AUS,131282.0,13.53,62623483.0,3310.0
Austria,1978,,,AUT,800.0,5.66,62623483.0,3700.0
Bahamas,1978,,,BHS,5114.0,14.48,62623483.0,0.0
Bahrain,1978,,,BHR,4000.0,,62623483.0,
Bangladesh,1978,,,BGD,564135.0,8.23,62623483.0,524660.0
Barbados,1978,,,BRB,3597.0,30.56,62623483.0,0.0
Belgium,1978,,,BEL,50577.0,,62623483.0,
Belize,1978,,,BLZ,2808.0,7.89,62623483.0,25.0
Benin,1978,,,BEN,35879.0,12.37,62623483.0,31800.0
Bermuda,1978,,,BMU,8723.0,35.85,62623483.0,
Bhutan,1978,,,BTN,150.0,,62623483.0,
Bolivia,1978,,,BOL,1550.0,1.8,62623483.0,1550.0
Botswana,1978,,,BWA,1000.0,2.64,62623483.0,1000.0
Brazil,1978,,,BRA,754237.0,6.24,62623483.0,160103.0
British Virgin Islands,1978,,,VGB,350.0,,62623483.0,
Brunei,1978,,,BRN,2704.0,37.45,62623483.0,83.0
Bulgaria,1978,,,BGR,91261.0,7.38,62623483.0,8696.0
Burkina Faso,1978,,,BFA,7000.0,1.43,62623483.0,7000.0
Burundi,1978,,,BDI,15682.0,,62623483.0,
Cambodia,1978,,,KHM,40900.0,5.87,62623483.0,30025.0
Cameroon,1978,,,CMR,68867.0,8.79,62623483.0,20011.0
Canada,1978,,,CAN,1557631.0,20.56,62623483.0,130862.0
Cape Verde,1978,,,CPV,7000.0,20.7,62623483.0,
Caribbean Small States,1978,,,,76569.0,,62623483.0,
Cayman Islands,1978,,,CYM,0.0,,62623483.0,
Central African Republic,1978,,,CAF,13000.0,6.3,62623483.0,13047.0
Central Europe and the Baltics,1978,,,,773807.0,,62623483.0,
Chad,1978,,,TCD,75000.0,4.22,62623483.0,75000.0
Channel Islands,1978,,,OWID_CIS,2688.0,,62623483.0,
Chile,1978,,,CHL,2001804.0,16.75,62623483.0,49.0
China,1978,,,CHN,3451288.0,4.72,62623483.0,1008628.0
Colombia,1978,,,COL,79467.0,3.8,62623483.0,56612.0
Comoros,1978,,,COM,6026.0,,62623483.0,
Congo,1978,,,COG,26297.0,26.85,62623483.0,10000.0
Costa Rica,1978,,,CRI,22642.0,9.29,62623483.0,61.0
Cote d'Ivoire,1978,,,CIV,65012.0,16.46,62623483.0,1703.0
Cuba,1978,,,CUB,211486.0,16.64,62623483.0,2300.0
Cyprus,1978,,,CYP,1245.0,9.24,62623483.0,31.0
Democratic Republic of Congo,1978,,,COD,108706.0,,62623483.0,
Denmark,1978,,,DNK,1734709.0,20.16,62623483.0,19576.0
Djibouti,1978,,,DJI,230.0,0.75,62623483.0,
Dominica,1978,,,DMA,1070.0,25.96,62623483.0,0.0
Dominican Republic,1978,,,DOM,5086.0,5.92,62623483.0,513.0
Early-demographic dividend,1978,,,,14270668.0,,62623483.0,
East Asia & Pacific,1978,,,,24044423.0,,62623483.0,
East Asia & Pacific (IDA & IBRD),1978,,,,10149584.0,,62623483.0,
East Asia & Pacific (excluding high income),1978,,,,11085045.0,,62623483.0,
Ecuador,1978,,,ECU,610399.0,11.83,62623483.0,0.0
Egypt,1978,,,EGY,84915.0,4.36,62623483.0,75000.0
El Salvador,1978,,,SLV,9540.0,1.69,62623483.0,1512.0
Equatorial Guinea,1978,,,GNQ,4000.0,,62623483.0,
Eswatini,1978,,,SWZ,44.0,0.08,62623483.0,44.0
Ethiopia,1978,,,ETH,2515.0,,62623483.0,
Euro area,1978,,,,3843286.09375,,62623483.0,
Europe & Central Asia,1978,,,,12767852.09375,,62623483.0,
Europe & Central Asia (IDA & IBRD),1978,,,,1015943.0,,62623483.0,
Europe & Central Asia (excluding high income),1978,,,,446545.0,,62623483.0,
European Union,1978,,,,6536739.09375,16.42,62623483.0,328157.0
Faeroe Islands,1978,,,FRO,317946.0,,62623483.0,
Fiji,1978,,,FJI,9250.0,25.29,62623483.0,80.0
Finland,1978,,,FIN,135711.0,27.27,62623483.0,45165.0
Fragile and conflict affected situations,1978,,,,1694695.0,,62623483.0,
France,1978,,,FRA,696895.3125,24.17,62623483.0,23004.0
French Polynesia,1978,,,PYF,2991.0,40.44,62623483.0,0.0
Gabon,1978,,,GAB,17800.0,36.06,62623483.0,1800.0
Gambia,1978,,,GMB,14972.0,18.39,62623483.0,2700.0
Germany,1978,,,DEU,589193.0,10.57,62623483.0,48116.0
Ghana,1978,,,GHA,274631.0,30.12,62623483.0,45547.0
Gibraltar,1978,,,GIB,1.0,,62623483.0,
Greece,1978,,,GRC,100871.0,15.79,62623483.0,11415.0
Greenland,1978,,,GRL,179340.0,,62623483.0,
Grenada,1978,,,GRD,2238.0,37.59,62623483.0,0.0
Guam,1978,,,GUM,200.0,,62623483.0,
Guatemala,1978,,,GTM,5504.0,0.89,62623483.0,580.0
Guinea,1978,,,GIN,10000.0,4.94,62623483.0,1000.0
Guinea-Bissau,1978,,,GNB,4283.0,3.45,62623483.0,10.0
Guyana,1978,,,GUY,35978.0,38.84,62623483.0,0.0
Haiti,1978,,,HTI,4300.0,2.75,62623483.0,300.0
Heavily indebted poor countries (HIPC),1978,,,,1894495.0,,62623483.0,
High income,1978,,,,32745170.09375,,62623483.0,
Honduras,1978,,,HND,6768.0,1.51,62623483.0,84.0
Hong Kong,1978,,,HKG,156127.0,43.7,62623483.0,5893.0
Hungary,1978,,,HUN,10802.0,3.85,62623483.0,32589.0
IBRD only,1978,,,,23185265.8945313,,62623483.0,
IDA & IBRD total,1978,,,,27098068.8945313,,62623483.0,
IDA blend,1978,,,,799779.0,,62623483.0,
IDA only,1978,,,,3113024.0,,62623483.0,
IDA total,1978,,,,3912803.0,,62623483.0,
Iceland,1978,,,ISL,1579608.0,83.35,62623483.0,564.0
India,1978,,,IND,2014855.0,3.09,62623483.0,857117.0
Indonesia,1978,,,IDN,1478892.0,11.25,62623483.0,380188.0
Iran,1978,,,IRN,67170.0,1.99,62623483.0,9506.0
Iraq,1978,,,IRQ,22862.0,2.03,62623483.0,17500.0
Ireland,1978,,,IRL,100237.0,14.88,62623483.0,1578.0
Isle of Man,1978,,,IMN,10504.0,,62623483.0,
Israel,1978,,,ISR,19838.0,15.08,62623483.0,16969.0
Italy,1978,,,ITA,387029.40625,13.24,62623483.0,30020.0
Jamaica,1978,,,JAM,9759.0,20.31,62623483.0,195.0
Japan,1978,,,JPN,9850654.0,66.45,62623483.0,272345.0
Jordan,1978,,,JOR,31.0,3.25,62623483.0,0.0
Kenya,1978,,,KEN,46425.0,3.13,62623483.0,41906.0
Kiribati,1978,,,KIR,10606.0,64.46,62623483.0,30.0
Kuwait,1978,,,KWT,6489.0,10.17,62623483.0,235.0
Kyrgyzstan,1978,,,KGZ,,,62623483.0,
Laos,1978,,,LAO,21016.0,6.96,62623483.0,22000.0
Late-demographic dividend,1978,,,,13630849.8945313,,62623483.0,
Latin America & Caribbean,1978,,,,9040019.0,,62623483.0,
Latin America & Caribbean (IDA & IBRD),1978,,,,8811339.0,,62623483.0,
Latin America & Caribbean (excluding high income),1978,,,,6742293.0,,62623483.0,
Least developed countries: UN classification,1978,,,,2801088.0,,62623483.0,
Lebanon,1978,,,LBN,1700.0,0.67,62623483.0,40.0
Lesotho,1978,,,LSO,0.0,0.02,62623483.0,24.0
Liberia,1978,,,LBR,10812.0,14.76,62623483.0,4000.0
Libya,1978,,,LBY,4355.0,,62623483.0,
Liechtenstein,1978,,,LIE,0.0,,62623483.0,
Low & middle income,1978,,,,25389685.8945313,,62623483.0,
